work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,weekly_hours,age,gender,job_title_grouped
2023,SE,FT,Data Engineer,113750,USD,113750,US,f2f,US,M,38.34413941897277,46,Male,Data Engineer
2023,SE,FT,Data Engineer,165000,USD,165000,US,f2f,US,M,51.410310766365754,33,Male,Data Engineer
2023,SE,FT,Data Engineer,132300,USD,132300,US,f2f,US,M,45.87840831817712,36,Male,Data Engineer
2023,SE,FT,Data Scientist,225000,USD,225000,US,f2f,US,M,45.25019536355884,39,Male,Data Scientist
2023,SE,FT,Data Scientist,175000,USD,175000,US,f2f,US,M,41.12659309865665,45,Male,Data Scientist
2023,SE,FT,Data Engineer,230000,USD,230000,US,f2f,US,M,52.0357219934255,36,Male,Data Engineer
2023,SE,FT,Data Engineer,124500,USD,124500,US,f2f,US,M,43.319588347989125,42,Male,Data Engineer
2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,f2f,US,M,36.33577484799594,42,Male,Machine Learning Engineer
2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,f2f,US,M,45.694862718018555,39,Male,Machine Learning Engineer
2023,SE,FT,Data Analyst,175000,USD,175000,US,f2f,US,M,38.62634094356951,44,Male,Data Analyst
2023,SE,FT,Data Analyst,145000,USD,145000,US,f2f,US,M,42.84222634265234,34,Male,Data Analyst
2023,SE,FT,Data Analyst,148700,USD,148700,US,f2f,US,M,47.58057813837899,34,Male,Data Analyst
2023,SE,FT,Data Analyst,125600,USD,125600,US,f2f,US,M,44.796534179245,43,Male,Data Analyst
2023,SE,FT,Data Engineer,145000,USD,145000,US,f2f,US,M,40.72138565497343,35,Male,Data Engineer
2023,SE,FT,Data Engineer,115000,USD,115000,US,f2f,US,M,39.6520543197375,37,Male,Data Engineer
2023,SE,FT,Research Scientist,200000,USD,200000,US,f2f,US,M,43.35545772478334,35,Male,Other
2023,SE,FT,Research Scientist,150000,USD,150000,US,f2f,US,M,49.578077032785906,38,Male,Other
2023,EN,FT,Research Engineer,160000,USD,160000,US,f2f,US,M,49.844903151555854,23,Male,Other
2023,EN,FT,Research Engineer,120000,USD,120000,US,f2f,US,M,45.86841196198675,23,Male,Other
2023,SE,FT,Data Analyst,185000,USD,185000,US,remote,US,M,49.73682602074246,34,Male,Data Analyst
2023,SE,FT,Data Analyst,120250,USD,120250,US,remote,US,M,49.244236008883206,42,Male,Data Analyst
2023,SE,FT,Data Scientist,275300,USD,275300,US,remote,US,M,45.21359035817223,44,Male,Data Scientist
2023,SE,FT,Data Scientist,183000,USD,183000,US,remote,US,M,46.82618029354331,43,Male,Data Scientist
2023,SE,FT,Data Architect,170000,USD,170000,US,remote,US,M,43.64111940461873,45,Male,Other
2023,SE,FT,Data Architect,125000,USD,125000,US,remote,US,M,35.84338261686151,40,Male,Other
2023,MI,FT,Data Architect,167500,USD,167500,US,f2f,US,M,47.29432557331429,38,Male,Other
2023,MI,FT,Data Architect,106500,USD,106500,US,f2f,US,M,42.94288693258727,33,Male,Other
2023,SE,FT,Research Scientist,250000,USD,250000,US,f2f,US,M,50.14884719087546,37,Male,Other
2023,SE,FT,Research Scientist,200000,USD,200000,US,f2f,US,M,50.30490824531725,41,Male,Other
2023,MI,FT,Machine Learning Engineer,135000,USD,135000,US,hybrid,US,L,43.84945035518318,33,Male,Machine Learning Engineer
2023,SE,FT,AI Scientist,1500000,ILS,423834,IL,f2f,IL,L,48.3277140357354,39,Male,Other
2023,SE,FT,Machine Learning Engineer,216000,USD,216000,US,remote,US,M,38.5333883160598,33,Male,Machine Learning Engineer
2023,SE,FT,Machine Learning Engineer,184000,USD,184000,US,remote,US,M,42.67297676178366,46,Male,Machine Learning Engineer
2023,SE,FT,Data Engineer,180000,USD,180000,US,remote,US,M,45.10455233475484,45,Male,Data Engineer
2023,SE,FT,Data Engineer,165000,USD,165000,US,remote,US,M,49.35097242629477,34,Male,Data Engineer
2023,SE,FT,Data Scientist,185900,USD,185900,US,f2f,US,M,37.566813551599566,38,Male,Data Scientist
2023,SE,FT,Data Scientist,129300,USD,129300,US,f2f,US,M,34.61851930051786,38,Male,Data Scientist
2023,SE,FT,Data Engineer,145000,USD,145000,US,f2f,US,M,34.31228166464016,38,Male,Data Engineer
2023,SE,FT,Data Engineer,120000,USD,120000,US,f2f,US,M,36.11691444884178,32,Male,Data Engineer
2023,MI,FT,Data Engineer,143865,USD,143865,US,f2f,US,M,48.556268318467126,22,Male,Data Engineer
2023,MI,FT,Data Engineer,115092,USD,115092,US,f2f,US,M,46.027195966349254,28,Male,Data Engineer
2023,MI,FT,Machine Learning Engineer,130000,USD,130000,US,f2f,US,M,39.23335522683602,29,Male,Machine Learning Engineer
2023,MI,FT,Machine Learning Engineer,90000,USD,90000,US,f2f,US,M,33.7868354351901,32,Male,Machine Learning Engineer
2023,SE,FT,Data Scientist,173000,USD,173000,US,remote,US,M,43.64192626660121,34,Male,Data Scientist
2023,SE,FT,Data Scientist,132000,USD,132000,US,remote,US,M,37.3878320848744,44,Male,Data Scientist
2023,SE,FT,Data Analyst,208049,USD,208049,US,f2f,US,M,50.55072989553093,38,Male,Data Analyst
2023,SE,FT,Data Analyst,128500,USD,128500,US,f2f,US,M,44.07947156466255,38,Male,Data Analyst
2023,SE,FT,Analytics Engineer,179820,USD,179820,US,f2f,US,M,36.052057075430014,38,Male,Other
2023,SE,FT,Analytics Engineer,143860,USD,143860,US,f2f,US,M,48.80284966015003,37,Male,Other
2023,SE,FT,Data Engineer,167500,USD,167500,US,f2f,US,M,42.438204384510925,43,Male,Data Engineer
2023,SE,FT,Data Engineer,106500,USD,106500,US,f2f,US,M,46.95565378158588,51,Male,Data Engineer
2023,SE,FT,Data Scientist,275300,USD,275300,US,remote,US,M,40.030241529025155,33,Male,Data Scientist
2023,SE,FT,Data Scientist,183500,USD,183500,US,remote,US,M,42.699994588823635,50,Male,Data Scientist
2023,MI,FT,Data Engineer,149600,USD,149600,US,f2f,US,M,40.93777024656228,27,Male,Data Engineer
2023,MI,FT,Data Engineer,102000,USD,102000,US,f2f,US,M,45.805131741105406,26,Male,Data Engineer
2023,EX,FT,Data Scientist,145000,USD,145000,US,f2f,US,M,47.33415421087872,53,Male,Data Scientist
2023,EX,FT,Data Scientist,100000,USD,100000,US,f2f,US,M,46.50988880422114,53,Male,Data Scientist
2023,SE,FT,Data Analyst,190000,USD,190000,US,remote,US,M,51.863879629547064,33,Male,Data Analyst
2023,SE,FT,Data Analyst,95000,USD,95000,US,remote,US,M,41.351360856973926,50,Male,Data Analyst
2023,SE,FT,Data Analyst,153600,USD,153600,US,f2f,US,M,47.99337233327258,39,Male,Data Analyst
2023,SE,FT,Data Analyst,106800,USD,106800,US,f2f,US,M,47.643913710853845,39,Female,Data Analyst
2023,MI,FT,Data Scientist,90000,EUR,96578,IE,f2f,IE,M,48.639662302627656,30,Male,Data Scientist
2023,MI,FT,Data Scientist,75000,EUR,80481,IE,f2f,IE,M,47.86968534353641,31,Female,Data Scientist
2023,MI,FT,Data Analyst,128000,USD,128000,US,f2f,US,M,46.60834680716852,25,Male,Data Analyst
2023,MI,FT,Data Analyst,85000,USD,85000,US,f2f,US,M,40.102168913476476,43,Male,Data Analyst
2023,MI,FT,Data Engineer,151000,USD,151000,US,f2f,US,M,35.942074292928254,22,Male,Data Engineer
2023,MI,FT,Data Engineer,140000,USD,140000,US,f2f,US,M,55.20883116062049,28,Male,Data Engineer
2023,SE,FT,Data Scientist,275300,USD,275300,US,remote,US,M,35.609070802816944,42,Male,Data Scientist
2023,SE,FT,Data Scientist,183500,USD,183500,US,remote,US,M,40.43109805358346,40,Male,Data Scientist
2023,SE,FT,Machine Learning Scientist,220000,USD,220000,US,f2f,US,M,39.86965317257646,30,Male,Other
2023,SE,FT,Machine Learning Scientist,170000,USD,170000,US,f2f,US,M,32.189403468835614,38,Male,Other
2023,SE,FT,Data Analyst,135000,USD,135000,US,f2f,US,M,40.09002396774072,32,Male,Data Analyst
2023,SE,FT,Data Analyst,105500,USD,105500,US,f2f,US,M,48.22954133411002,49,Male,Data Analyst
2023,SE,FT,Data Analyst,100000,USD,100000,US,remote,US,M,43.92152681604487,41,Male,Data Analyst
2023,SE,FT,Data Analyst,80000,USD,80000,US,remote,US,M,49.9364539095031,38,Female,Data Analyst
2023,EN,FT,Autonomous Vehicle Technician,7000,USD,7000,GH,f2f,GH,S,48.824466078546784,22,Female,Other
2023,EN,FT,Applied Machine Learning Scientist,40000,EUR,42923,DE,hybrid,DE,M,44.394511692262085,21,Female,Other
2023,SE,FT,Data Engineer,160000,USD,160000,CA,remote,CA,M,53.926854801020475,38,Male,Data Engineer
2023,SE,FT,Data Engineer,145000,USD,145000,CA,remote,CA,M,51.27454361061354,39,Male,Data Engineer
2023,MI,FT,Data Analyst,154000,USD,154000,US,f2f,US,M,34.748796718850926,21,Male,Data Analyst
2023,MI,FT,Data Analyst,143000,USD,143000,US,f2f,US,M,37.042819436409694,33,Male,Data Analyst
2023,MI,FT,Data Scientist,65000,GBP,78990,GB,f2f,GB,M,39.164923381927935,20,Male,Data Scientist
2023,MI,FT,Data Scientist,42000,GBP,51039,GB,f2f,GB,M,37.957478538524605,30,Female,Data Scientist
2023,EN,FT,Data Scientist,190000,USD,190000,US,f2f,US,M,40.2876191639138,19,Male,Data Scientist
2023,EN,FT,Data Scientist,120000,USD,120000,US,f2f,US,M,44.976665906944845,21,Male,Data Scientist
2023,MI,FT,Data Scientist,70000,GBP,85066,GB,f2f,GB,M,37.46342775128144,34,Male,Data Scientist
2023,MI,FT,Data Scientist,42000,GBP,51039,GB,f2f,GB,M,37.709247117450175,21,Female,Data Scientist
2023,MI,FT,Data Scientist,90000,GBP,109371,GB,f2f,GB,M,38.76550495362752,26,Male,Data Scientist
2023,MI,FT,Data Scientist,60000,GBP,72914,GB,f2f,GB,M,38.36130759802643,29,Male,Data Scientist
2023,SE,FT,Data Engineer,150000,USD,150000,US,f2f,US,M,47.52255370071328,31,Male,Data Engineer
2023,SE,FT,Data Engineer,111000,USD,111000,US,f2f,US,M,44.65886813398026,44,Male,Data Engineer
2023,EX,FT,Data Engineer,265000,USD,265000,US,f2f,US,M,45.123200643039965,52,Male,Data Engineer
2023,EX,FT,Data Engineer,235000,USD,235000,US,f2f,US,M,38.79947522916119,52,Male,Data Engineer
2023,EN,FT,Data Scientist,112000,CHF,121093,CH,hybrid,CH,L,40.390693834968175,21,Male,Data Scientist
2022,MI,FT,Data Scientist,70000,EUR,73546,DE,remote,DE,M,60.97618065202959,27,Female,Data Scientist
2023,SE,FT,Data Engineer,160000,USD,160000,US,remote,US,M,42.61307912556082,45,Male,Data Engineer
2023,SE,FT,Data Engineer,130000,USD,130000,US,remote,US,M,52.04327353422765,35,Male,Data Engineer
2023,MI,FT,Data Engineer,75000,USD,75000,US,remote,US,M,39.82434908590064,24,Male,Data Engineer
2023,MI,FT,Data Engineer,60400,USD,60400,US,remote,US,M,39.88128885625594,27,Male,Data Engineer
2023,EN,FT,Data Analyst,85000,USD,85000,US,remote,US,M,33.378071933773285,23,Male,Data Analyst
2023,EN,FT,Data Analyst,75000,USD,75000,US,remote,US,M,49.04705007749391,17,Male,Data Analyst
2023,SE,FT,Data Engineer,252000,USD,252000,US,f2f,US,M,41.00424412476698,44,Male,Data Engineer
2023,SE,FT,Data Engineer,129000,USD,129000,US,f2f,US,M,41.32746803203052,32,Male,Data Engineer
2023,EN,FT,Data Engineer,92700,USD,92700,US,remote,US,M,41.37524611044855,21,Male,Data Engineer
2023,EN,FT,Data Engineer,61800,USD,61800,US,remote,US,M,48.26555650683558,23,Female,Data Engineer
2022,SE,FT,Lead Data Scientist,164000,EUR,172309,IE,remote,IE,L,49.254261995190426,39,Male,Other
2023,MI,FT,Data Scientist,56000,EUR,60093,AT,remote,DE,M,46.73195566146085,33,Male,Data Scientist
2023,MI,FT,Data Analyst,83500,USD,83500,US,remote,US,M,41.04040329270172,26,Male,Data Analyst
2023,MI,FT,Data Analyst,52500,USD,52500,US,remote,US,M,49.89164204824351,27,Female,Data Analyst
2023,SE,FT,Data Scientist,201036,USD,201036,US,f2f,US,M,44.28231198137147,35,Male,Data Scientist
2023,SE,FT,Data Scientist,134024,USD,134024,US,f2f,US,M,40.64794911941959,43,Male,Data Scientist
2023,SE,FT,Data Analyst,165000,USD,165000,US,remote,US,M,41.2878415990308,41,Male,Data Analyst
2023,SE,FT,Data Analyst,140000,USD,140000,US,remote,US,M,52.09418276524197,46,Male,Data Analyst
2023,EN,FT,Data Engineer,62000,USD,62000,US,remote,US,M,36.5582830439848,22,Female,Data Engineer
2023,EN,FT,Data Engineer,58000,USD,58000,US,remote,US,M,41.65562583122594,18,Female,Data Engineer
2023,SE,FT,Data Scientist,172000,USD,172000,US,f2f,US,M,42.00573639332621,48,Male,Data Scientist
2023,SE,FT,Data Scientist,115000,USD,115000,US,f2f,US,M,44.89196245628537,37,Male,Data Scientist
2023,EN,FT,Data Engineer,125000,USD,125000,US,f2f,US,M,44.95304651157963,19,Male,Data Engineer
2023,EN,FT,Data Engineer,90000,USD,90000,US,f2f,US,M,36.089809086158624,21,Male,Data Engineer
2023,SE,FT,Data Engineer,163800,USD,163800,US,f2f,US,M,33.8193225323542,35,Male,Data Engineer
2023,SE,FT,Data Engineer,126000,USD,126000,US,f2f,US,M,40.85232239490618,45,Male,Data Engineer
2023,SE,FT,Data Scientist,237000,USD,237000,US,remote,US,M,42.427182364298176,42,Male,Data Scientist
2023,SE,FT,Data Scientist,145000,USD,145000,US,remote,US,M,52.03028530805539,40,Male,Data Scientist
2023,MI,FT,Data Engineer,90000,USD,90000,US,remote,US,M,47.4681233681232,37,Male,Data Engineer
2023,MI,FT,Data Engineer,90000,USD,90000,US,remote,US,M,46.62492967532423,25,Male,Data Engineer
2023,SE,FT,Data Engineer,139500,USD,139500,US,f2f,US,M,51.95618018582448,33,Male,Data Engineer
2023,SE,FT,Data Engineer,109400,USD,109400,US,f2f,US,M,39.57961898749608,45,Male,Data Engineer
2023,SE,FT,Data Scientist,258000,USD,258000,CA,f2f,CA,M,52.722511746745276,38,Male,Data Scientist
2023,SE,FT,Data Scientist,190000,USD,190000,CA,f2f,CA,M,49.80727668241479,41,Male,Data Scientist
2023,MI,FT,Data Engineer,145000,USD,145000,US,f2f,US,M,40.42406576237189,30,Male,Data Engineer
2023,MI,FT,Data Engineer,120000,USD,120000,US,f2f,US,M,56.08979607044308,33,Male,Data Engineer
2023,SE,FT,Data Engineer,205600,USD,205600,US,f2f,US,L,46.335816173754694,32,Male,Data Engineer
2023,SE,FT,Data Engineer,105700,USD,105700,US,f2f,US,L,41.23838269561902,38,Male,Data Engineer
2023,SE,FT,Data Engineer,252000,USD,252000,US,f2f,US,M,45.41444928782347,32,Male,Data Engineer
2023,SE,FT,Data Engineer,129000,USD,129000,US,f2f,US,M,38.26609309103368,45,Male,Data Engineer
2023,SE,FT,Data Scientist,239748,USD,239748,US,f2f,US,M,46.217057540755256,44,Male,Data Scientist
2023,SE,FT,Data Scientist,159832,USD,159832,US,f2f,US,M,52.82620207227437,35,Male,Data Scientist
2023,SE,FT,Data Scientist,186300,USD,186300,US,remote,US,M,44.80621030340399,44,Male,Data Scientist
2023,SE,FT,Data Scientist,102500,USD,102500,US,remote,US,M,45.29878414173499,35,Male,Data Scientist
2023,SE,FT,Data Engineer,165000,USD,165000,US,f2f,US,M,48.61068344195786,39,Male,Data Engineer
2023,SE,FT,Data Engineer,132300,USD,132300,US,f2f,US,M,46.477183768128214,39,Male,Data Engineer
2023,SE,FT,Data Scientist,190000,USD,190000,US,f2f,US,M,42.88932073676992,41,Male,Data Scientist
2023,SE,FT,Data Scientist,126000,USD,126000,US,f2f,US,M,45.60525084196808,38,Male,Data Scientist
2023,SE,FT,Data Architect,149040,USD,149040,US,remote,US,M,38.752255647032506,48,Male,Other
2023,SE,FT,Data Architect,113900,USD,113900,US,remote,US,M,43.789283422782894,39,Male,Other
2023,SE,FT,Data Engineer,153600,USD,153600,US,remote,US,M,47.73524949230871,33,Male,Data Engineer
2023,SE,FT,Data Engineer,106800,USD,106800,US,remote,US,M,50.135443517122845,36,Male,Data Engineer
2023,SE,FT,Data Engineer,172600,USD,172600,US,remote,US,M,48.4806778448015,49,Male,Data Engineer
2023,SE,FT,Data Engineer,107900,USD,107900,US,remote,US,M,48.22012648868768,36,Male,Data Engineer
2023,SE,FT,Data Analyst,180180,USD,180180,US,f2f,US,M,45.476780645600066,46,Male,Data Analyst
2023,SE,FT,Data Analyst,106020,USD,106020,US,f2f,US,M,42.422034780271964,38,Male,Data Analyst
2023,SE,FT,Data Architect,376080,USD,376080,US,remote,US,M,44.67828840308777,46,Male,Other
2023,SE,FT,Data Architect,213120,USD,213120,US,remote,US,M,40.66274815105343,48,Male,Other
2023,SE,FT,Data Analyst,153600,USD,153600,US,f2f,US,M,56.61099791721234,29,Male,Data Analyst
2023,SE,FT,Data Analyst,100500,USD,100500,US,f2f,US,M,42.46692215919934,38,Male,Data Analyst
2023,SE,FT,Data Analyst,206500,USD,206500,US,remote,US,M,48.40008037102895,44,Male,Data Analyst
2023,SE,FT,Data Analyst,121600,USD,121600,US,remote,US,M,44.28385087461105,40,Male,Data Analyst
2023,SE,FT,Data Engineer,260000,USD,260000,US,f2f,US,M,47.291906557030615,38,Male,Data Engineer
2023,SE,FT,Data Engineer,225000,USD,225000,US,f2f,US,M,41.80729132326463,50,Male,Data Engineer
2023,EX,FT,Data Engineer,194500,USD,194500,US,f2f,US,M,43.2569759245542,50,Male,Data Engineer
2023,EX,FT,Data Engineer,115500,USD,115500,US,f2f,US,M,50.02511636228849,53,Male,Data Engineer
2023,SE,FT,Cloud Database Engineer,170000,USD,170000,US,remote,US,L,38.522072289307424,36,Male,Other
2023,SE,FT,Applied Machine Learning Scientist,90000,USD,90000,US,remote,US,L,45.66800555937326,47,Male,Other
2023,EN,FT,Data Analyst,95000,USD,95000,US,remote,US,M,49.001206330232655,22,Male,Data Analyst
2023,EN,FT,Data Analyst,70000,USD,70000,US,remote,US,M,48.228061996454,22,Female,Data Analyst
2023,SE,FT,Data Engineer,275000,USD,275000,US,f2f,US,M,46.06202758876222,43,Male,Data Engineer
2023,SE,FT,Data Engineer,160000,USD,160000,US,f2f,US,M,40.070361798293895,43,Male,Data Engineer
2023,SE,FT,Data Analyst,115934,USD,115934,US,remote,US,M,55.76457537179634,40,Male,Data Analyst
2023,SE,FT,Data Analyst,81666,USD,81666,US,remote,US,M,37.941666587001805,29,Female,Data Analyst
2023,SE,FT,Data Scientist,175000,USD,175000,US,f2f,US,M,44.49729034840611,35,Male,Data Scientist
2023,SE,FT,Data Scientist,120000,USD,120000,US,f2f,US,M,43.31639826575458,36,Male,Data Scientist
2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,remote,US,M,43.36880907065901,33,Male,Machine Learning Engineer
2023,SE,FT,Machine Learning Engineer,120000,USD,120000,US,remote,US,M,37.767259025110846,45,Male,Machine Learning Engineer
2023,SE,FT,Research Engineer,200000,USD,200000,US,f2f,US,M,38.38907491172839,33,Male,Other
2023,SE,FT,Research Engineer,175000,USD,175000,US,f2f,US,M,45.825737009260806,48,Male,Other
2023,MI,FT,Data Analyst,206000,USD,206000,US,f2f,US,M,35.239585268185735,22,Male,Data Analyst
2023,MI,FT,Data Analyst,130000,USD,130000,US,f2f,US,M,48.18278301329576,27,Male,Data Analyst
2023,SE,FT,Data Architect,138000,USD,138000,GB,remote,GB,M,38.58797717164676,51,Male,Other
2023,SE,FT,Data Architect,92000,USD,92000,GB,remote,GB,M,39.69646492241186,41,Male,Other
2023,SE,FT,Data Manager,65000,USD,65000,CO,f2f,CO,M,50.48860838982348,40,Female,Other
2023,SE,FT,Data Manager,48000,USD,48000,CO,f2f,CO,M,37.81801200771282,40,Female,Other
2023,SE,FT,Data Analyst,110000,USD,110000,US,remote,US,M,40.64540835321404,41,Male,Data Analyst
2023,SE,FT,Data Analyst,75000,USD,75000,US,remote,US,M,47.60718336043569,32,Female,Data Analyst
2023,SE,FT,Analytics Engineer,130000,USD,130000,US,f2f,US,M,52.98911764347522,42,Male,Other
2023,SE,FT,Analytics Engineer,87000,USD,87000,US,f2f,US,M,52.63338236348751,40,Male,Other
2023,MI,FT,Data Analyst,160000,USD,160000,US,f2f,US,M,41.65948335847358,23,Male,Data Analyst
2023,MI,FT,Data Analyst,112000,USD,112000,US,f2f,US,M,42.557508117314654,28,Male,Data Analyst
2023,MI,FT,Data Engineer,162500,USD,162500,US,f2f,US,M,50.97915089074239,31,Male,Data Engineer
2023,MI,FT,Data Engineer,130000,USD,130000,US,f2f,US,M,40.12385222436613,36,Male,Data Engineer
2023,SE,FT,Data Science Manager,299500,USD,299500,US,f2f,US,M,39.86353085819983,43,Male,Other
2023,SE,FT,Data Science Manager,245100,USD,245100,US,f2f,US,M,37.554534148297606,33,Male,Other
2023,MI,FT,Data Scientist,145000,USD,145000,US,f2f,US,M,48.21039611375534,36,Male,Data Scientist
2023,MI,FT,Data Scientist,100000,USD,100000,US,f2f,US,M,44.07819267175859,37,Male,Data Scientist
2023,SE,FT,Data Engineer,147100,USD,147100,US,f2f,US,M,44.79682474375203,26,Male,Data Engineer
2023,SE,FT,Data Engineer,90700,USD,90700,US,f2f,US,M,43.70781535174571,41,Male,Data Engineer
2023,EN,FT,Data Engineer,115100,USD,115100,US,f2f,US,M,41.44187635914004,20,Male,Data Engineer
2023,EN,FT,Data Engineer,73900,USD,73900,US,f2f,US,M,37.50875509696932,23,Male,Data Engineer
2023,SE,FT,Data Engineer,168400,USD,168400,US,f2f,US,M,33.37627198854454,36,Male,Data Engineer
2023,SE,FT,Data Engineer,105200,USD,105200,US,f2f,US,M,43.523242342906194,47,Male,Data Engineer
2023,SE,FT,Data Scientist,210000,USD,210000,US,f2f,US,M,44.283054072807886,35,Male,Data Scientist
2023,SE,FT,Data Scientist,160000,USD,160000,US,f2f,US,M,44.067794703254606,41,Male,Data Scientist
2023,MI,FT,Data Scientist,145000,USD,145000,US,f2f,US,M,46.51137183475521,30,Male,Data Scientist
2023,MI,FT,Data Scientist,100000,USD,100000,US,f2f,US,M,36.61765533135898,37,Male,Data Scientist
2023,SE,FT,Applied Scientist,222200,USD,222200,US,f2f,US,L,43.71505943252303,43,Male,Other
2023,SE,FT,Applied Scientist,136000,USD,136000,US,f2f,US,L,44.02594670328194,45,Male,Other
2023,MI,FT,Data Analyst,100000,USD,100000,US,f2f,US,M,37.92135485729156,23,Male,Data Analyst
2023,MI,FT,Data Analyst,85000,USD,85000,US,f2f,US,M,46.10318033276359,31,Male,Data Analyst
2023,MI,FT,Data Engineer,70000,GBP,85066,GB,remote,GB,M,39.31212703644613,30,Female,Data Engineer
2023,MI,FT,Data Engineer,47500,GBP,57723,GB,remote,GB,M,38.273989367573286,35,Male,Data Engineer
2023,EX,FT,Data Scientist,200000,USD,200000,US,f2f,US,M,50.01997415335671,41,Male,Data Scientist
2023,EX,FT,Data Scientist,145000,USD,145000,US,f2f,US,M,40.08247671085933,50,Male,Data Scientist
2023,MI,FT,Data Engineer,140000,USD,140000,US,f2f,US,M,45.04521506716693,22,Male,Data Engineer
2023,MI,FT,Data Engineer,95000,USD,95000,US,f2f,US,M,42.97470442984388,31,Female,Data Engineer
2023,SE,FT,Data Analyst,185000,USD,185000,US,remote,US,M,42.535594035165076,38,Male,Data Analyst
2023,SE,FT,Data Analyst,120250,USD,120250,US,remote,US,M,37.387894645739685,38,Male,Data Analyst
2023,MI,FT,Financial Data Analyst,130000,USD,130000,US,remote,US,L,40.914601247673765,35,Male,Other
2023,SE,FT,Data Scientist,205000,USD,205000,US,f2f,US,M,40.71042199883858,50,Male,Data Scientist
2023,SE,FT,Data Scientist,140000,USD,140000,US,f2f,US,M,43.31100189239493,41,Male,Data Scientist
2023,SE,FT,Data Scientist,297300,USD,297300,US,remote,US,M,55.01824924156161,44,Male,Data Scientist
2023,SE,FT,Data Scientist,198200,USD,198200,US,remote,US,M,35.11420728381651,36,Male,Data Scientist
2023,SE,FT,Research Scientist,141288,USD,141288,US,f2f,US,M,39.88190562744047,40,Male,Other
2023,SE,FT,Research Scientist,94192,USD,94192,US,f2f,US,M,42.28205327074373,45,Male,Other
2023,SE,FT,Data Infrastructure Engineer,184000,USD,184000,US,remote,US,M,41.867556554050736,48,Male,Other
2023,SE,FT,Data Infrastructure Engineer,143000,USD,143000,US,remote,US,M,47.40380606562106,48,Male,Other
2023,SE,FT,Data Analyst,70000,USD,70000,US,f2f,US,M,45.00276414397741,48,Male,Data Analyst
2023,SE,FT,Data Analyst,55000,USD,55000,US,f2f,US,M,39.51971439576482,33,Female,Data Analyst
2023,SE,FT,Analytics Engineer,275300,USD,275300,US,remote,US,M,45.0713734818074,45,Male,Other
2023,SE,FT,Analytics Engineer,183500,USD,183500,US,remote,US,M,41.635988151549284,47,Male,Other
2023,MI,FT,Data Analyst,75000,USD,75000,US,remote,US,M,43.16548592793251,30,Male,Data Analyst
2023,MI,FT,Data Analyst,65000,USD,65000,US,remote,US,M,47.58093759514279,28,Female,Data Analyst
2023,MI,FT,ML Engineer,160000,USD,160000,US,f2f,US,M,39.10268759160266,26,Male,Other
2023,MI,FT,ML Engineer,147000,USD,147000,US,f2f,US,M,51.040028108267656,29,Male,Other
2023,SE,FT,Data Architect,149040,USD,149040,US,remote,US,M,43.73084236974233,31,Male,Other
2023,SE,FT,Data Architect,113900,USD,113900,US,remote,US,M,42.463423151415746,41,Male,Other
2023,MI,FT,Software Data Engineer,100000,SGD,75020,SG,remote,SG,L,58.015973126638585,38,Female,Other
2023,SE,FT,Data Analyst,180180,USD,180180,US,f2f,US,M,43.2424017842909,43,Male,Data Analyst
2023,SE,FT,Data Analyst,106020,USD,106020,US,f2f,US,M,49.94029111115109,38,Male,Data Analyst
2023,MI,FT,Data Scientist,1400000,INR,17022,IN,remote,IN,L,40.82070148060766,29,Female,Data Scientist
2023,EN,FT,AI Programmer,70000,USD,70000,IN,f2f,AU,L,31.57130628717109,22,Female,Other
2023,EN,FT,AI Developer,80000,USD,80000,SE,hybrid,SE,M,39.50882480410596,25,Male,Other
2023,MI,FT,Lead Data Analyst,1500000,INR,18238,IN,hybrid,IN,L,40.90767909264984,24,Female,Other
2023,MI,FT,Machine Learning Engineer,250000,USD,250000,US,f2f,US,M,39.446563697516545,30,Male,Machine Learning Engineer
2023,MI,FT,Machine Learning Engineer,150000,USD,150000,US,f2f,US,M,41.942998570693526,24,Male,Machine Learning Engineer
2023,SE,FT,Data Engineer,139500,USD,139500,US,f2f,US,M,41.24529491592483,31,Male,Data Engineer
2023,SE,FT,Data Engineer,109400,USD,109400,US,f2f,US,M,37.77463974705491,42,Male,Data Engineer
2023,SE,FT,Data Scientist,105000,USD,105000,US,f2f,US,M,53.117126949298395,36,Male,Data Scientist
2023,SE,FT,Data Scientist,70000,USD,70000,US,f2f,US,M,35.89350895651322,35,Male,Data Scientist
2023,EX,FT,Data Engineer,210914,USD,210914,US,remote,US,M,33.376427275300216,50,Male,Data Engineer
2023,EX,FT,Data Engineer,116704,USD,116704,US,remote,US,M,41.21778003279184,54,Male,Data Engineer
2023,EN,FT,Research Scientist,150000,USD,150000,US,f2f,US,M,49.285818959964516,23,Male,Other
2023,EN,FT,Research Scientist,100000,USD,100000,US,f2f,US,M,47.993226128524284,23,Male,Other
2023,SE,FT,Data Engineer,146000,USD,146000,US,f2f,US,M,36.18842912418947,41,Male,Data Engineer
2023,SE,FT,Data Engineer,75000,USD,75000,US,f2f,US,M,48.30491609461097,42,Male,Data Engineer
2023,EN,FT,Data Analyst,75000,USD,75000,US,remote,US,M,40.21024026321005,22,Male,Data Analyst
